default;VARSTA * -0,1804027;varsta;industrie;coef_industrie;RDCP;LCH;LCH * -0,1375285;RAIA;ROE;ROA;ROTA;PCA;PCA*-10,2012953;ACD;ACD*0,1306642;AIT;AIT * 0,4853927;ACT;PAT;CAT;coef_RATING
No;-1,6236243;9;SERVICII;-1,9360018;0,26;4,79;-0,66;0,61;0,01;0,01;0,32;0,03;-0,29;2,97;0,39;0,38;0,18;0,62;0,01;0,79;-3,94
No;-3,0668459;17;CONSTRUCTII;-0,8181026;2,01;1,44;-0,20;0,34;0,05;0,02;1,64;0,01;-0,11;1,08;0,14;0,25;0,12;0,75;0,02;0,35;-3,93
No;-1,0824162;6;PRODUCTIE;-0,5517872;0,14;8,60;-1,18;0,49;0,16;0,13;0,64;0,20;-2,03;5,78;0,76;0,33;0,16;0,67;0,13;0,82;-3,93
No;-3,0668459;17;PRODUCTIE;-0,5517872;1,54;1,64;-0,23;0,20;0,05;0,02;0,61;0,03;-0,35;1,36;0,18;0,17;0,08;0,83;0,02;0,40;-3,93
No;-0,7216108;4;SERVICII;-1,9360018;1,21;1,83;-0,25;0,19;0,54;0,24;1,92;0,13;-1,30;1,53;0,20;0,16;0,08;0,84;0,24;0,45;-3,93
No;-1,0824162;6;SERVICII;-1,9360018;3,49;1,29;-0,18;0,14;0,78;0,17;1,88;0,09;-0,94;1,13;0,15;0,12;0,06;0,88;0,17;0,22;-3,93
No;-2,3452351;13;SERVICII;-1,9360018;5,77;1,29;-0,18;0,10;-0,40;-0,05;1,60;-0,03;0,34;1,17;0,15;0,09;0,04;0,91;-0,05;0,13;-3,92
No;-0,5412081;3;COMERT;-0,2060851;0,17;6,89;-0,95;0,01;0,84;0,71;2,34;0,31;-3,12;6,82;0,89;0,01;0,00;0,99;0,71;0,85;-3,92
No;-1,0824162;6;SERVICII;-1,9360018;2,69;1,29;-0,18;1,13;0,98;0,28;2,72;0,10;-1,05;0,61;0,08;0,53;0,26;0,47;0,28;0,29;-3,91
No;-0,7216108;4;SERVICII;-1,9360018;2,34;1,43;-0,20;0,08;0,75;0,23;1,83;0,12;-1,26;1,32;0,17;0,07;0,04;0,93;0,23;0,30;-3,91
No;-1,6236243;9;SERVICII;-1,9360018;0,68;2,51;-0,34;0,24;0,13;0,07;2,13;0,03;-0,35;2,01;0,26;0,20;0,10;0,80;0,07;0,59;-3,90
No;-0,1804027;1;SERVICII;-1,9360018;0,21;5,74;-0,79;0,02;0,99;0,82;0,87;0,17;-1,73;5,64;0,74;0,02;0,01;0,98;0,82;0,83;-3,89
No;-3,0668459;17;CONSTRUCTII;-0,8181026;0,87;2,35;-0,32;0,65;0,03;0,01;2,21;0,01;-0,06;1,42;0,19;0,39;0,19;0,61;0,01;0,49;-3,89
No;-1,4432216;8;SERVICII;-1,9360018;1,64;1,58;-0,22;0,20;0,21;0,08;1,52;0,05;-0,55;1,31;0,17;0,17;0,08;0,83;0,08;0,38;-3,89
No;-2,8864432;16;SERVICII;-1,9360018;-62,70;0,98;-0,14;0,07;24,24;-0,39;0,36;-0,09;0,92;0,92;0,12;0,07;0,03;0,93;-0,39;-0,02;-3,89
No;-0,1804027;1;SERVICII;-1,9360018;0,27;4,74;-0,65;0,03;0,98;0,77;0,78;0,17;-1,73;4,61;0,60;0,03;0,01;0,97;0,77;0,79;-3,89
No;-1,6236243;9;CONSTRUCTII;-0,8181026;0,01;133,01;-18,29;0,01;0,06;0,06;0,12;0,03;-0,31;131,27;17,15;0,01;0,01;0,99;0,06;0,99;-3,88
No;-2,1648324;12;SERVICII;-1,9360018;-1,10;0,09;-0,01;0,00;0,00;-0,01;0,35;-0,02;0,22;0,09;0,01;0,00;0,00;1,00;-0,01;-9,88;-3,88
No;-1,0824162;6;SERVICII;-1,9360018;0,32;4,18;-0,58;0,35;1,00;0,76;1,14;0,08;-0,82;3,09;0,40;0,26;0,13;0,74;0,76;0,76;-3,88
No;-2,1648324;12;COMERT;-0,2060851;0,55;2,85;-0,39;0,55;0,23;0,15;0,99;0,15;-1,53;1,83;0,24;0,36;0,17;0,64;0,15;0,64;-3,88
No;-0,1804027;1;SERVICII;-1,9360018;0,86;2,16;-0,30;0,79;0,50;0,27;1,48;0,18;-1,84;1,20;0,16;0,44;0,21;0,56;0,27;0,54;-3,88
No;-2,8864432;16;SERVICII;-1,9360018;-1,06;0,06;-0,01;0,06;0,03;-0,50;0,44;-0,09;0,92;0,05;0,01;0,06;0,03;0,94;-0,50;-16,57;-3,88
No;-1,6236243;9;SERVICII;-1,9360018;0,08;13,78;-1,89;0,19;0,00;0,00;1,72;0,00;-0,01;11,56;1,51;0,16;0,08;0,84;0,00;0,90;-3,87
No;-3,2472486;18;SERVICII;-1,9360018;0,20;6,03;-0,83;1,21;-0,18;-0,15;1,01;-0,15;1,52;2,73;0,36;0,55;0,27;0,45;-0,15;0,84;-3,87
No;-3,0668459;17;SERVICII;-1,9360018;1,50;1,69;-0,23;0,10;-0,04;-0,01;0,01;-0,11;1,12;1,53;0,20;0,09;0,05;0,91;-0,01;0,39;-3,87
No;-1,4432216;8;SERVICII;-1,9360018;1,91;1,52;-0,21;0,16;0,26;0,09;1,74;0,05;-0,52;1,32;0,17;0,14;0,07;0,86;0,09;0,34;-3,87
No;-2,1648324;12;SERVICII;-1,9360018;5,61;1,78;-0,25;8,20;-0,01;0,00;0,40;0,00;0,02;0,19;0,03;0,89;0,43;0,11;0,00;0,10;-3,87
No;-1,2628189;7;SERVICII;-1,9360018;0,10;10,80;-1,49;0,24;0,44;0,40;0,81;0,04;-0,41;8,70;1,14;0,19;0,09;0,81;0,40;0,91;-3,86
No;-1,804027;10;SERVICII;-1,9360018;3,06;1,33;-0,18;0,27;0,13;0,03;1,92;0,02;-0,17;1,05;0,14;0,21;0,10;0,79;0,03;0,25;-3,85
No;-1,804027;10;SERVICII;-1,9360018;8,04;1,12;-0,15;0,15;0,07;0,01;0,53;0,01;-0,15;0,98;0,13;0,13;0,06;0,87;0,01;0,11;-3,85
No;-2,8864432;16;COMERT;-0,2060851;0,48;3,07;-0,42;0,37;0,10;0,07;0,90;0,07;-0,76;2,24;0,29;0,27;0,13;0,73;0,07;0,68;-3,85
No;-2,7060405;15;CONSTRUCTII;-0,8181026;3,24;1,62;-0,22;0,19;0,28;0,05;1,52;0,04;-0,36;1,36;0,18;0,16;0,08;0,84;0,05;0,19;-3,85
No;-1,6236243;9;SERVICII;-1,9360018;1,11;1,90;-0,26;0,24;0,07;0,03;1,02;0,03;-0,32;1,54;0,20;0,19;0,09;0,81;0,03;0,48;-3,85
No;-2,3452351;13;CONSTRUCTII;-0,8181026;0,13;8,72;-1,20;0,02;0,29;0,26;0,45;0,06;-0,61;8,51;1,11;0,02;0,01;0,98;0,26;0,89;-3,85
No;-0,1804027;1;PRODUCTIE;-0,5517872;1,18;1,85;-0,25;1,04;0,88;0,40;1,27;0,32;-3,23;0,90;0,12;0,51;0,25;0,49;0,40;0,46;-3,85
No;-1,9844297;11;SERVICII;-1,9360018;-2,02;0,51;-0,07;0,06;0,04;-0,04;7,40;-0,01;0,06;0,48;0,06;0,06;0,03;0,94;-0,04;-0,98;-3,84
No;-1,6236243;9;MEDICAL;-2,0331656;2,51;1,51;-0,21;7,56;0,17;0,05;1,09;0,04;-0,43;0,18;0,02;0,88;0,43;0,12;0,05;0,26;-3,84
No;-1,804027;10;SERVICII;-1,9360018;1,10;1,90;-0,26;0,41;0,04;0,02;1,27;0,01;-0,15;1,35;0,18;0,29;0,14;0,71;0,02;0,48;-3,84
No;-0,3608054;2;SERVICII;-1,9360018;1,71;1,59;-0,22;2,35;0,70;0,26;1,55;0,17;-1,71;0,47;0,06;0,70;0,34;0,30;0,26;0,37;-3,83
No;-1,2628189;7;SERVICII;-1,9360018;0,64;2,57;-0,35;0,14;0,14;0,09;1,39;0,06;-0,63;2,25;0,29;0,13;0,06;0,87;0,09;0,61;-3,83
No;-1,9844297;11;COMERT;-0,2060851;0,53;2,90;-0,40;0,71;0,23;0,15;0,94;0,16;-1,66;1,70;0,22;0,41;0,20;0,59;0,15;0,65;-3,82
No;-1,0824162;6;SERVICII;-1,9360018;0,26;4,90;-0,67;0,55;0,72;0,57;0,99;0,07;-0,71;3,16;0,41;0,35;0,17;0,65;0,57;0,80;-3,82
No;-1,4432216;8;SERVICII;-1,9360018;0,47;3,11;-0,43;2,21;0,07;0,05;1,08;0,05;-0,47;0,97;0,13;0,69;0,33;0,31;0,05;0,68;-3,81
No;-2,8864432;16;PRODUCTIE;-0,5517872;1,54;1,64;-0,23;0,22;0,08;0,03;0,77;0,04;-0,41;1,34;0,18;0,18;0,09;0,82;0,03;0,40;-3,81
No;-3,2472486;18;PRODUCTIE;-0,5517872;0,44;3,25;-0,45;0,47;0,00;0,00;0,30;0,00;-0,01;2,21;0,29;0,32;0,15;0,68;0,00;0,69;-3,81
No;-1,6236243;9;SERVICII;-1,9360018;0,84;2,19;-0,30;0,72;0,10;0,05;1,72;0,03;-0,32;1,27;0,17;0,42;0,20;0,58;0,05;0,54;-3,81
No;-1,804027;10;SERVICII;-1,9360018;1,80;1,67;-0,23;1,33;0,08;0,03;1,25;0,02;-0,21;0,72;0,09;0,57;0,28;0,43;0,03;0,33;-3,81
No;-2,7060405;15;COMERT;-0,2060851;0,15;7,87;-1,08;0,92;0,06;0,05;0,94;0,06;-0,58;4,10;0,54;0,48;0,23;0,52;0,05;0,87;-3,81
No;-1,9844297;11;SERVICII;-1,9360018;5,77;1,77;-0,24;7,67;0,03;0,00;0,35;0,01;-0,09;0,20;0,03;0,88;0,43;0,12;0,00;0,10;-3,80
No;-3,0668459;17;SERVICII;-1,9360018;-1,10;0,09;-0,01;0,63;0,05;-0,52;0,32;-0,10;1,02;0,05;0,01;0,39;0,19;0,61;-0,52;-10,44;-3,80
No;-2,8864432;16;CONSTRUCTII;-0,8181026;2,25;1,35;-0,19;0,40;0,05;0,02;1,08;0,02;-0,17;0,96;0,13;0,29;0,14;0,71;0,02;0,33;-3,79
No;-1,9844297;11;SERVICII;-1,9360018;1,90;1,67;-0,23;1,08;0,00;0,00;1,47;0,00;0,00;0,80;0,11;0,52;0,25;0,48;0,00;0,31;-3,79
No;-1,804027;10;SERVICII;-1,9360018;27,80;1,04;-0,14;0,34;0,35;0,01;0,93;0,01;-0,13;0,77;0,10;0,26;0,12;0,74;0,01;0,03;-3,79
No;-1,0824162;6;SERVICII;-1,9360018;0,36;3,79;-0,52;6,51;0,05;0,04;0,49;0,07;-0,73;0,50;0,07;0,87;0,42;0,13;0,04;0,74;-3,79
No;-1,6236243;9;SERVICII;-1,9360018;0,33;3,93;-0,54;1,60;0,02;0,01;0,68;0,02;-0,18;1,51;0,20;0,62;0,30;0,38;0,01;0,76;-3,79
No;-1,9844297;11;SERVICII;-1,9360018;-2,81;0,64;-0,09;0,10;0,33;-0,18;0,45;-0,01;0,10;0,58;0,08;0,09;0,05;0,91;-0,18;-0,55;-3,79
No;-1,2628189;7;SERVICII;-1,9360018;0,53;2,80;-0,39;0,25;0,16;0,11;1,82;0,06;-0,59;2,24;0,29;0,20;0,10;0,80;0,11;0,67;-3,78
No;-1,0824162;6;PRODUCTIE;-0,5517872;0,95;2,06;-0,28;0,07;0,39;0,20;0,94;0,21;-2,14;1,92;0,25;0,07;0,03;0,93;0,20;0,51;-3,78
No;-1,804027;10;SERVICII;-1,9360018;0,79;2,24;-0,31;0,15;0,02;0,01;2,53;0,00;-0,04;1,95;0,25;0,13;0,06;0,87;0,01;0,57;-3,77
No;-1,804027;10;SERVICII;-1,9360018;3,21;1,31;-0,18;0,12;0,02;0,00;0,83;0,01;-0,06;1,17;0,15;0,11;0,05;0,89;0,00;0,24;-3,77
No;-1,0824162;6;SERVICII;-1,9360018;-4,98;0,80;-0,11;0,23;-3,15;0,79;1,28;0,08;-0,82;0,65;0,09;0,18;0,09;0,82;0,79;-0,25;-3,77
No;-0,3608054;2;SERVICII;-1,9360018;0,04;27,59;-3,79;0,17;0,17;0,17;2,05;0,08;-0,83;23,55;3,08;0,15;0,07;0,85;0,17;0,96;-3,77
No;-1,2628189;7;SERVICII;-1,9360018;0,90;2,09;-0,29;0,20;0,50;0,26;4,58;0,06;-0,59;1,74;0,23;0,17;0,08;0,83;0,26;0,53;-3,76
No;-1,0824162;6;SERVICII;-1,9360018;-82,20;0,99;-0,14;0,08;-10,71;0,13;1,78;0,07;-0,76;0,91;0,12;0,08;0,04;0,92;0,13;-0,01;-3,76
No;-0,3608054;2;CONSTRUCTII;-0,8181026;0,22;5,46;-0,75;3,09;0,20;0,17;0,72;0,23;-2,36;1,34;0,17;0,76;0,37;0,24;0,17;0,82;-3,75
No;-1,2628189;7;SERVICII;-1,9360018;0,13;8,64;-1,19;0,14;0,76;0,67;1,33;0,04;-0,41;7,55;0,99;0,13;0,06;0,87;0,67;0,88;-3,75
No;-1,804027;10;SERVICII;-1,9360018;0,65;2,52;-0,35;0,17;0,00;0,00;1,82;0,00;-0,01;2,16;0,28;0,15;0,07;0,85;0,00;0,61;-3,74
No;-1,6236243;9;SERVICII;-1,9360018;7,59;1,01;-0,14;0,18;0,65;0,08;3,71;0,02;-0,23;0,85;0,11;0,15;0,07;0,85;0,08;0,13;-3,74
No;-2,8864432;16;COMERT;-0,2060851;0,50;2,98;-0,41;1,62;0,13;0,09;1,33;0,07;-0,69;1,14;0,15;0,62;0,30;0,38;0,09;0,66;-3,74
No;-1,6236243;9;MEDICAL;-2,0331656;5,50;1,16;-0,16;0,29;0,28;0,04;3,06;0,01;-0,15;0,90;0,12;0,22;0,11;0,78;0,04;0,16;-3,74
No;-2,7060405;15;COMERT;-0,2060851;1,67;1,60;-0,22;0,00;0,92;0,34;0,55;0,08;-0,82;1,59;0,21;0,00;0,00;1,00;0,34;0,37;-3,74
No;-1,0824162;6;SERVICII;-1,9360018;0,40;3,50;-0,48;0,27;0,89;0,63;9,21;0,07;-0,70;2,76;0,36;0,21;0,10;0,79;0,63;0,71;-3,74
No;-1,2628189;7;SERVICII;-1,9360018;0,64;2,55;-0,35;1,55;0,10;0,06;1,00;0,06;-0,61;1,00;0,13;0,61;0,30;0,39;0,06;0,61;-3,73
No;-1,6236243;9;SERVICII;-1,9360018;0,28;4,44;-0,61;0,16;0,04;0,03;2,81;0,01;-0,13;3,84;0,50;0,14;0,07;0,86;0,03;0,79;-3,73
No;-2,5256378;14;COMERT;-0,2060851;0,48;3,10;-0,43;0,51;0,17;0,11;1,15;0,10;-1,00;2,06;0,27;0,34;0,16;0,66;0,11;0,67;-3,73
No;-1,6236243;9;SERVICII;-1,9360018;55,41;1,02;-0,14;0,87;0,55;0,01;0,30;0,03;-0,33;0,54;0,07;0,47;0,23;0,53;0,01;0,02;-3,73
No;-0,3608054;2;CONSTRUCTII;-0,8181026;3,97;1,25;-0,17;3,13;1,02;0,21;0,76;0,27;-2,79;0,30;0,04;0,76;0,37;0,24;0,21;0,20;-3,73
No;-1,0824162;6;SERVICII;-1,9360018;3,07;1,33;-0,18;0,02;0,92;0,23;3,27;0,07;-0,70;1,30;0,17;0,02;0,01;0,98;0,23;0,25;-3,73
No;-0,3608054;2;SERVICII;-1,9360018;0,02;61,84;-8,51;0,01;1,00;0,98;1,41;0,09;-0,92;61,18;7,99;0,01;0,01;0,99;0,98;0,98;-3,72
No;-1,6236243;9;CONSTRUCTII;-0,8181026;0,23;5,26;-0,72;0,72;0,05;0,04;0,36;0,11;-1,16;3,06;0,40;0,42;0,20;0,58;0,04;0,81;-3,72
No;-2,7060405;15;SERVICII;-1,9360018;-2,69;0,63;-0,09;0,02;0,34;-0,20;0,17;-0,09;0,92;0,62;0,08;0,02;0,01;0,98;-0,20;-0,59;-3,72
No;-1,6236243;9;SERVICII;-1,9360018;-2,19;0,93;-0,13;1,33;-0,09;0,04;1,25;0,04;-0,36;0,40;0,05;0,57;0,28;0,43;0,04;-0,49;-3,72
No;-0,3608054;2;SERVICII;-1,9360018;0,06;16,52;-2,27;2,37;0,00;0,00;0,30;0,01;-0,13;4,91;0,64;0,70;0,34;0,30;0,00;0,94;-3,72
No;-1,9844297;11;SERVICII;-1,9360018;1,52;1,61;-0,22;0,05;-0,12;-0,05;2,42;-0,02;0,20;1,54;0,20;0,05;0,02;0,95;-0,05;0,41;-3,72
No;-0,5412081;3;SERVICII;-1,9360018;0,43;3,32;-0,46;1,69;0,15;0,10;0,84;0,12;-1,25;1,24;0,16;0,63;0,30;0,37;0,10;0,70;-3,72
No;-0,1804027;1;SERVICII;-1,9360018;0,03;38,59;-5,31;0,02;1,00;0,97;1,23;0,12;-1,22;37,69;4,93;0,02;0,01;0,98;0,97;0,97;-3,71
No;-2,7060405;15;CONSTRUCTII;-0,8181026;1,94;1,41;-0,19;0,52;0,03;0,01;0,34;0,03;-0,28;0,92;0,12;0,34;0,17;0,66;0,01;0,37;-3,71
No;-1,4432216;8;SERVICII;-1,9360018;0,19;3,60;-0,50;0,20;0,36;0,54;1,19;0,03;-0,31;2,99;0,39;0,17;0,08;0,83;0,54;1,47;-3,71
No;-1,6236243;9;SERVICII;-1,9360018;9,36;1,58;-0,22;0,96;0,11;0,01;0,29;0,03;-0,27;0,81;0,11;0,49;0,24;0,51;0,01;0,07;-3,71
No;-0,3608054;2;SERVICII;-1,9360018;0,94;2,06;-0,28;0,43;0,91;0,47;3,28;0,14;-1,46;1,44;0,19;0,30;0,15;0,70;0,47;0,52;-3,70
No;-1,4432216;8;SERVICII;-1,9360018;1,31;1,73;-0,24;0,28;0,24;0,10;2,90;0,04;-0,37;1,35;0,18;0,22;0,11;0,78;0,10;0,44;-3,70
No;-1,2628189;7;PRODUCTIE;-0,5517872;1,41;1,56;-0,21;0,06;0,43;0,20;1,06;0,19;-1,89;1,47;0,19;0,06;0,03;0,94;0,20;0,45;-3,70
No;-1,804027;10;PRODUCTIE;-0,5517872;0,92;2,08;-0,29;0,83;0,62;0,32;2,31;0,14;-1,42;1,14;0,15;0,45;0,22;0,55;0,32;0,52;-3,69
No;-1,2628189;7;SERVICII;-1,9360018;0,71;2,41;-0,33;0,19;0,14;0,08;1,60;0,05;-0,50;2,02;0,26;0,16;0,08;0,84;0,08;0,58;-3,69
No;-1,2628189;7;SERVICII;-1,9360018;0,08;13,94;-1,92;0,35;0,01;0,01;1,57;0,01;-0,05;10,36;1,35;0,26;0,12;0,74;0,01;0,87;-3,69
No;-2,8864432;16;SERVICII;-1,9360018;1,37;1,76;-0,24;0,11;-0,03;-0,01;0,01;-0,11;1,12;1,58;0,21;0,10;0,05;0,90;-0,01;0,41;-3,69
No;-1,9844297;11;PRODUCTIE;-0,5517872;0,20;6,08;-0,84;2,81;0,04;0,03;0,40;0,09;-0,88;1,60;0,21;0,74;0,36;0,26;0,03;0,83;-3,68
No;-3,0668459;17;PRODUCTIE;-0,5517872;1,62;1,61;-0,22;2,34;0,02;0,01;0,27;0,02;-0,24;0,48;0,06;0,70;0,34;0,30;0,01;0,38;-3,68
No;-1,804027;10;COMERT;-0,2060851;0,42;3,36;-0,46;0,53;0,24;0,17;1,06;0,16;-1,66;2,19;0,29;0,35;0,17;0,65;0,17;0,70;-3,67
No;-1,2628189;7;MEDICAL;-2,0331656;3,24;1,30;-0,18;0,55;1,01;0,24;5,13;0,05;-0,48;0,83;0,11;0,36;0,17;0,64;0,24;0,24;-3,67
No;-1,2628189;7;SERVICII;-1,9360018;2,07;1,55;-0,21;0,92;0,28;0,09;1,49;0,06;-0,60;0,81;0,11;0,48;0,23;0,52;0,09;0,31;-3,67
No;-0,9020135;5;SERVICII;-1,9360018;0,35;3,83;-0,53;0,10;0,34;0,25;3,23;0,08;-0,80;3,50;0,46;0,09;0,04;0,91;0,25;0,75;-3,67
No;-1,6236243;9;SERVICII;-1,9360018;37,23;1,03;-0,14;0,14;0,56;0,01;1,08;0,01;-0,14;0,90;0,12;0,12;0,06;0,88;0,01;0,03;-3,66
No;-0,7216108;4;SERVICII;-1,9360018;0,43;3,27;-0,45;0,11;0,24;0,17;1,74;0,10;-0,99;2,94;0,38;0,10;0,05;0,90;0,17;0,71;-3,66
No;-0,9020135;5;CONSTRUCTII;-0,8181026;0,13;8,57;-1,18;0,14;0,06;0,05;0,29;0,18;-1,80;7,51;0,98;0,12;0,06;0,88;0,05;0,88;-3,66
No;-1,2628189;7;SERVICII;-1,9360018;-3,23;0,69;-0,09;0,00;-0,13;0,06;1,31;0,04;-0,45;0,69;0,09;0,00;0,00;1,00;0,06;-0,45;-3,65
No;-0,1804027;1;SERVICII;-1,9360018;0,26;4,88;-0,67;0,00;0,59;0,47;3,19;0,15;-1,50;4,88;0,64;0,00;0,00;1,00;0,47;0,80;-3,65
No;-1,0824162;6;SERVICII;-1,9360018;1,61;1,62;-0,22;0,16;0,11;0,04;0,66;0,06;-0,64;1,40;0,18;0,14;0,07;0,86;0,04;0,38;-3,63
No;-1,6236243;9;SERVICII;-1,9360018;2,05;1,58;-0,22;2,00;0,23;0,07;2,97;0,02;-0,25;0,53;0,07;0,67;0,32;0,33;0,07;0,31;-3,63
No;-1,9844297;11;CONSTRUCTII;-0,8181026;6,69;1,68;-0,23;0,75;0,89;0,08;0,87;0,09;-0,92;0,96;0,13;0,43;0,21;0,57;0,08;0,09;-3,62
No;-2,3452351;13;SERVICII;-1,9360018;0,16;7,20;-0,99;1,94;-0,10;-0,09;0,89;-0,10;1,01;2,45;0,32;0,66;0,32;0,34;-0,09;0,87;-3,62
No;-1,6236243;9;SERVICII;-1,9360018;0,66;2,51;-0,35;0,07;0,01;0,00;0,83;0,01;-0,05;2,35;0,31;0,06;0,03;0,94;0,00;0,60;-3,62
No;-0,9020135;5;SERVICII;-1,9360018;0,61;2,63;-0,36;0,77;1,00;0,62;1,01;0,08;-0,82;1,49;0,19;0,43;0,21;0,57;0,62;0,62;-3,61
No;-1,2628189;7;SERVICII;-1,9360018;0,28;4,52;-0,62;0,54;0,02;0,01;0,38;0,03;-0,34;2,93;0,38;0,35;0,17;0,65;0,01;0,78;-3,61
No;-1,2628189;7;SERVICII;-1,9360018;0,43;3,34;-0,46;0,86;0,09;0,06;1,60;0,04;-0,41;1,79;0,23;0,46;0,22;0,54;0,06;0,70;-3,61
No;-0,5412081;3;SERVICII;-1,9360018;1,21;1,82;-0,25;0,01;0,73;0,33;2,98;0,11;-1,12;1,81;0,24;0,01;0,00;0,99;0,33;0,45;-3,61
No;-3,0668459;17;SERVICII;-1,9360018;-9,95;1,32;-0,18;5,22;1,75;-0,13;1,18;-0,11;1,14;0,21;0,03;0,84;0,41;0,16;-0,13;-0,08;-3,61
No;-1,0824162;6;CONSTRUCTII;-0,8181026;0,35;3,86;-0,53;0,07;0,13;0,10;0,59;0,16;-1,68;3,61;0,47;0,07;0,03;0,93;0,10;0,74;-3,61
No;-1,9844297;11;COMERT;-0,2060851;1,39;1,72;-0,24;0,84;0,65;0,27;1,82;0,15;-1,52;0,93;0,12;0,46;0,22;0,54;0,27;0,42;-3,60
No;-0,9020135;5;SERVICII;-1,9360018;0,84;2,19;-0,30;0,43;0,24;0,13;1,64;0,08;-0,81;1,53;0,20;0,30;0,15;0,70;0,13;0,54;-3,60
No;-1,6236243;9;SERVICII;-1,9360018;2,47;1,41;-0,19;0,29;0,07;0,02;2,04;0,01;-0,10;1,09;0,14;0,22;0,11;0,78;0,02;0,29;-3,60
No;-1,6236243;9;COMERT;-0,2060851;0,58;2,71;-0,37;0,19;0,41;0,26;1,50;0,17;-1,77;2,28;0,30;0,16;0,08;0,84;0,26;0,63;-3,60
No;-1,6236243;9;SERVICII;-1,9360018;0,42;3,35;-0,46;0,19;0,00;0,00;1,70;0,00;-0,02;2,82;0,37;0,16;0,08;0,84;0,00;0,71;-3,59
No;-2,5256378;14;SERVICII;-1,9360018;80,86;1,61;-0,22;13,17;-4,21;-0,03;0,53;-0,06;0,62;0,11;0,01;0,93;0,45;0,07;-0,03;0,01;-3,59
No;-0,3608054;2;SERVICII;-1,9360018;0,62;2,61;-0,36;0,20;0,58;0,35;2,77;0,13;-1,30;2,18;0,28;0,17;0,08;0,83;0,35;0,61;-3,59
No;-1,2628189;7;SERVICII;-1,9360018;19,42;1,05;-0,14;0,04;1,19;0,06;1,51;0,04;-0,39;1,01;0,13;0,04;0,02;0,96;0,06;0,05;-3,59
No;-1,9844297;11;COMERT;-0,2060851;1,10;1,91;-0,26;0,01;0,27;0,13;0,96;0,13;-1,38;1,90;0,25;0,01;0,00;0,99;0,13;0,48;-3,58
No;-1,6236243;9;SERVICII;-1,9360018;1,24;1,80;-0,25;0,43;0,02;0,01;1,27;0,01;-0,08;1,26;0,16;0,30;0,15;0,70;0,01;0,45;-3,57
No;-0,7216108;4;SERVICII;-1,9360018;0,08;13,57;-1,87;0,00;0,23;0,21;0,31;0,08;-0,82;13,57;1,77;0,00;0,00;1,00;0,21;0,93;-3,57
No;-0,7216108;4;SERVICII;-1,9360018;0,27;4,65;-0,64;1,44;0,17;0,14;1,71;0,08;-0,81;1,90;0,25;0,59;0,29;0,41;0,14;0,78;-3,57
No;-0,9020135;5;SERVICII;-1,9360018;2,28;1,26;-0,17;1,71;0,44;0,15;1,69;0,09;-0,92;0,46;0,06;0,63;0,31;0,37;0,15;0,35;-3,57
No;-2,8864432;16;CONSTRUCTII;-0,8181026;0,10;11,38;-1,57;0,41;-0,02;-0,02;0,00;-0,05;0,51;8,05;1,05;0,29;0,14;0,71;-0,02;0,91;-3,57
No;-2,7060405;15;COMERT;-0,2060851;0,63;2,58;-0,35;1,63;0,13;0,08;1,14;0,07;-0,73;0,98;0,13;0,62;0,30;0,38;0,08;0,61;-3,56
No;-1,9844297;11;CONSTRUCTII;-0,8181026;0,93;2,58;-0,36;0,64;0,50;0,21;2,65;0,08;-0,80;1,58;0,21;0,39;0,19;0,61;0,21;0,41;-3,56
No;-1,6236243;9;SERVICII;-1,9360018;3,75;1,28;-0,18;0,15;0,03;0,01;1,69;0,00;-0,04;1,11;0,14;0,13;0,06;0,87;0,01;0,21;-3,56
No;-2,5256378;14;CONSTRUCTII;-0,8181026;7,46;1,36;-0,19;0,12;0,22;0,02;0,92;0,02;-0,24;1,22;0,16;0,11;0,05;0,89;0,02;0,10;-3,56
No;-2,8864432;16;PRODUCTIE;-0,5517872;3,97;1,25;-0,17;8,15;0,17;0,03;0,86;0,04;-0,40;0,14;0,02;0,89;0,43;0,11;0,03;0,20;-3,56
No;-1,4432216;8;SERVICII;-1,9360018;0,98;2,01;-0,28;0,10;0,07;0,03;1,89;0,02;-0,19;1,83;0,24;0,09;0,04;0,91;0,03;0,51;-3,56
No;-2,7060405;15;COMERT;-0,2060851;1,35;1,74;-0,24;0,10;0,18;0,08;1,21;0,06;-0,66;1,58;0,21;0,09;0,04;0,91;0,08;0,43;-3,56
No;-1,6236243;9;COMERT;-0,2060851;1,08;1,92;-0,26;0,00;0,33;0,16;0,94;0,17;-1,71;1,92;0,25;0,00;0,00;1,00;0,16;0,48;-3,55
No;-1,0824162;6;SERVICII;-1,9360018;14,17;1,05;-0,14;0,10;1,00;0,07;1,23;0,05;-0,56;0,96;0,13;0,09;0,04;0,91;0,07;0,07;-3,55
No;-1,2628189;7;SERVICII;-1,9360018;1,62;1,70;-0,23;0,18;0,02;0,01;0,23;0,04;-0,38;1,44;0,19;0,15;0,07;0,85;0,01;0,36;-3,55
No;-1,0824162;6;SERVICII;-1,9360018;0,89;2,12;-0,29;0,50;0,13;0,07;1,26;0,06;-0,57;1,41;0,18;0,33;0,16;0,67;0,07;0,53;-3,54
No;-0,1804027;1;SERVICII;-1,9360018;0,08;13,12;-1,80;2,40;0,01;0,01;0,30;0,05;-0,46;3,86;0,50;0,71;0,34;0,29;0,01;0,93;-3,54
